Company_Name,Category,Address,Url,Latitude,Longitude,Territory
Yangzitong Public Ground,Gym,"XM24+6X9, Kiphire, Nagaland 798611, India",https://www.google.co.kr/maps/place/Yangzitong+Public+Ground/data=!4m5!3m4!1s0x3747c0ba49cd0505:0x7ae40b119adc7e40!8m2!3d25.9505469!4d94.6574751?authuser=0&hl=en&rclk=1,25.9505469,94.6574751,Nagaland
Universal Flex Gym,Gym,"Sonapur, Rajadhap, Sonari, Assam 785690, India",https://www.google.co.kr/maps/place/Universal+Flex+Gym/data=!4m5!3m4!1s0x3747545051a3d84b:0x1ba432583ad9f924!8m2!3d27.0280144!4d95.0312498?authuser=0&hl=en&rclk=1,27.0280144,95.0312498,Nagaland
Barpathar Gym,Gym,"7VGW+GV7, Kalyani Para, Barpathar, Assam 785602, India",https://www.google.co.kr/maps/place/Barpathar+Gym/data=!4m5!3m4!1s0x37467ca8eb564963:0x7ba8bde31f26d8d9!8m2!3d26.27628!4d93.8971577?authuser=0&hl=en&rclk=1,26.27628,93.8971577,Nagaland
Ahom Gym,Gym,"XRXP+X5W, Dihingia Konwar, Assam 785688, India",https://www.google.co.kr/maps/place/Ahom+Gym/data=!4m5!3m4!1s0x37474c212161c5e1:0xbe2adfc268e9024b!8m2!3d26.9999922!4d94.8354435?authuser=0&hl=en&rclk=1,26.9999922,94.8354435,Nagaland
Elite fitness gym,Gym,"Dhodar Ali Rd, Ward No- 4, Nazira, Assam 785685, India",https://www.google.co.kr/maps/place/Elite+fitness+gym/data=!4m5!3m4!1s0x374749e1b6f19ccb:0xa654c2bed046a6ef!8m2!3d26.9121805!4d94.7319826?authuser=0&hl=en&rclk=1,26.9121805,94.7319826,Nagaland
Ultimate Fitness Zone,Gym,"silarai path rd ,ward no 11 , sonari, near B. P. B. M. H. S SCHOOL, Sonari, India",https://www.google.co.kr/maps/place/Ultimate+Fitness+Zone/data=!4m5!3m4!1s0x3747554b4c3d31cd:0x5e7ebed18c15798d!8m2!3d27.027897!4d95.0316377?authuser=0&hl=en&rclk=1,27.027897,95.0316377,Nagaland
AKG Fitness Hub,Gym,"Rly Qtr T/47/C Kalibari Road Ward No. 03, Mariani, Assam 785634, India",https://www.google.co.kr/maps/place/AKG+Fitness+Hub/data=!4m5!3m4!1s0x3746e7f0c2bd1d69:0xd575b8bc491dbacc!8m2!3d26.6524144!4d94.3119837?authuser=0&hl=en&rclk=1,26.6524144,94.3119837,Nagaland
Ultimate Fitness Gym,Gym,"Naharbari Grant, Assam 785634, India",https://www.google.co.kr/maps/place/Ultimate+Fitness+Gym/data=!4m5!3m4!1s0x3746e14cc14f3b75:0xefbdbfad41da2279!8m2!3d26.6530979!4d94.3164179?authuser=0&hl=en&rclk=1,26.6530979,94.3164179,Nagaland
ONGC GYM,Gym,"WP8V+J2C, Nazira, Assam 785685, India",https://www.google.co.kr/maps/place/ONGC+GYM/data=!4m5!3m4!1s0x3747480e119a64ff:0x4a3dc5243fb1982e!8m2!3d26.9165741!4d94.742505?authuser=0&hl=en&rclk=1,26.9165741,94.742505,Nagaland
Purbanchal Fitness Centre,Gym,"NH2, Amguri, Assam 785683, India",https://www.google.co.kr/maps/place/Purbanchal+Fitness+Centre/data=!4m5!3m4!1s0x374725a7423882a3:0x29da4d0c6df63e13!8m2!3d26.8212337!4d94.513499?authuser=0&hl=en&rclk=1,26.8212337,94.513499,Nagaland
