Company_Name,Category,Address,Url,latitude,longtitude
Anytime Fitness Swaroop Nagar Kanpur,Fitness center,"113 / 138 & 139 ,2nd & 3rd floor, Swaroop Nagar, Kanpur, Uttar Pradesh 208002, India",https://www.google.co.kr/maps/place/Anytime+Fitness+Swaroop+Nagar+Kanpur/data=!4m5!3m4!1s0x399c3984576d827f:0x76728eb097f8f2ea!8m2!3d26.4808821!4d80.3166062?authuser=0&hl=en&rclk=1,26.4808821,80.3166062
FITNESS FACTORY UNISEX GYM,Gym,"Garwar - Budhaun Nehar Road near mehboob manzil, umarganj, Ballia, Uttar Pradesh 277001, India",https://www.google.co.kr/maps/place/FITNESS+FACTORY+UNISEX+GYM/data=!4m5!3m4!1s0x399269fa2eb2c339:0xbeedf0f6e381f5fe!8m2!3d25.7605485!4d84.1414868?authuser=0&hl=en&rclk=1,25.7605485,84.1414868
Gold's Gym,Fitness center,"NH-24, Civil Lines, opp. Prabha Talkies, Rampur Garden, Bareilly, Uttar Pradesh 243001, India",https://www.google.co.kr/maps/place/Gold's+Gym/data=!4m5!3m4!1s0x39a000d67386dbe9:0x57532f7b0017e1fa!8m2!3d28.3481551!4d79.4237348?authuser=0&hl=en&rclk=1,28.3481551,79.4237348
365 fitness (gym),Gym,"Pandit triveni sahai and sons station road, Budaun, India",https://www.google.co.kr/maps/place/365+fitness+(gym)/data=!4m5!3m4!1s0x397545ed22174637:0xd86548784f0e6835!8m2!3d28.0316989!4d79.1323006?authuser=0&hl=en&rclk=1,28.0316989,79.1323006
Vivanation Fitness Studio,Gym,"First Floor,Eldeco Express Plaza, Amar Shaheed Path, Eldeco Udyan II, Rlb.Road, Lucknow, Uttar Pradesh 226025, India",https://www.google.co.kr/maps/place/Vivanation+Fitness+Studio/data=!4m5!3m4!1s0x399bfb9f70c0e3a5:0xb057f3b26092865f!8m2!3d26.7663418!4d80.939793?authuser=0&hl=en&rclk=1,26.7663418,80.939793
Health Zone,Gym,"B-1/66, 1st Floor, Sector B, Opp BIBA Showroom, Lucknow, Uttar Pradesh 226024, India",https://www.google.co.kr/maps/place/Health+Zone/data=!4m5!3m4!1s0x3999562b00000001:0x6ce069287d155735!8m2!3d26.8861006!4d80.9413233?authuser=0&hl=en&rclk=1,26.8861006,80.9413233
Altitude Fitness Gym & steam bath,Fitness center,"60 Feet Rd, Sultanpur Village, Jankipuram Extension, Lucknow, Uttar Pradesh 226021, India",https://www.google.co.kr/maps/place/Altitude+Fitness+Gym+%26+steam+bath/data=!4m5!3m4!1s0x39995654a6a72fc5:0x41c2ae1e5f990d0e!8m2!3d26.9237!4d80.941917?authuser=0&hl=en&rclk=1,26.9237,80.941917
A Square Fitness Zone,Gym,"51, Sitapur Rd, Bargadi, Bakshi Ka Talab, Bargadi Magath, Uttar Pradesh 227202, India",https://www.google.co.kr/maps/place/A+Square+Fitness+Zone/data=!4m5!3m4!1s0x39995137c36fb9a3:0xf34b59eface50aeb!8m2!3d26.9844606!4d80.9215882?authuser=0&hl=en&rclk=1,26.9844606,80.9215882
Iron Paradise Gym,Gym,"in front of Islamia College, Lalbagh, Lucknow, Uttar Pradesh 226001, India",https://www.google.co.kr/maps/place/Iron+Paradise+Gym/data=!4m5!3m4!1s0x399bfd8b0a10be71:0x2e65fa52f32fbae7!8m2!3d26.8443173!4d80.9402882?authuser=0&hl=en&rclk=1,26.8443173,80.9402882
Making India fittest And healthier,Fitness center,"SBI ATM ki bagal, Seth ram jas road, Chor Wali Gali, near zoo, Narhi, Lucknow, Uttar Pradesh 226001, India",https://www.google.co.kr/maps/place/Making+India+fittest+And+healthier/data=!4m5!3m4!1s0x399bfd768d538193:0x68de8a949642f5af!8m2!3d26.8459085!4d80.9498375?authuser=0&hl=en&rclk=1,26.8459085,80.9498375
