Company_Name,Category,Address,Url,Latitude,Longitude,State,Territory
SFW The GYM | Best Gym in Kalol,Gym,"4th flr City Mall 2, Navjivan Mill Compound, Kalol, Gujarat 382721, India",https://www.google.co.kr/maps/place/SFW+The+GYM+%7C+Best+Gym+in+Kalol/data=!4m5!3m4!1s0x395c256c37d933c9:0xe9264f1982b75ccc!8m2!3d23.2413672!4d72.5031533?authuser=0&hl=en&rclk=1,23.2413672,72.5031533,Gujarat,West 2
Mother Fitness Care,Gym,"3G2M+PH9, Memnagar, Ahmedabad, Gujarat 380052, India",https://www.google.co.kr/maps/place/Mother+Fitness+Care/data=!4m5!3m4!1s0x395e84a5dd2a8dc5:0x2bcdc18f8867131!8m2!3d23.051789!4d72.533973?authuser=0&hl=en&rclk=1,23.051789,72.533973,Gujarat,West 2
"Fitness Track Gym ( Best Gym & Fitness Center In Tarsali , Vadodara )",Gym,"3rd & 4th Floor, Pancham Avenue,Beside Essar Petrol Pump, Sussen, Susen - Tarsali Ring Rd, Vadodara, Gujarat 390009, India","https://www.google.co.kr/maps/place/Fitness+Track+Gym+(+Best+Gym+%26+Fitness+Center+In+Tarsali+,+Vadodara+)/data=!4m5!3m4!1s0x395fc5b51588ab19:0xe829cae97a624f09!8m2!3d22.256778!4d73.207461?authuser=0&hl=en&rclk=1",22.256778,73.207461,Gujarat,West 2
SV GYM AND FITNESS CENTER,Fitness center,"opp. JIO OFFICE, Rakhiyal, Gujarat 382315, India",https://www.google.co.kr/maps/place/SV+GYM+AND+FITNESS+CENTER/data=!4m5!3m4!1s0x395dd73188d67003:0x87b6dd4150d0a80d!8m2!3d23.2515953!4d72.8982553?authuser=0&hl=en&rclk=1,23.2515953,72.8982553,Gujarat,West 2
Sardar Patel Municipalty Gym,Gym,"2HR7+2R2, Navrangpura, Ahmedabad, Gujarat 380014, India",https://www.google.co.kr/maps/place/Sardar+Patel+Municipalty+Gym/data=!4m5!3m4!1s0x395e848b1f55226f:0xcbf911234b2793c2!8m2!3d23.0400214!4d72.5645175?authuser=0&hl=en&rclk=1,23.0400214,72.5645175,Gujarat,West 2
Payback GYM Defining Fitness,Gym,"Dwarkesh Complex, bus stop, 1st floor, nr. Shivam Park, Bhuj, Gujarat 370020, India",https://www.google.co.kr/maps/place/Payback+GYM+Defining+Fitness/data=!4m5!3m4!1s0x3950e1942fcf0de5:0xef53af606f1e6a03!8m2!3d23.2339162!4d69.6974896?authuser=0&hl=en&rclk=1,23.2339162,69.6974896,Gujarat,West 2
Central Fitness Gym,Gym,"15,1st floor, himalaya heights, b/sbachpan school, 100 Feet Rd, Anand, Gujarat 388001, India",https://www.google.co.kr/maps/place/Central+Fitness+Gym/data=!4m5!3m4!1s0x395e4e8628616c61:0x1da2c9d932c2278!8m2!3d22.562518!4d72.9498343?authuser=0&hl=en&rclk=1,22.562518,72.9498343,Gujarat,West 2
Vo2 + Fitness,Gym,"A-318, 3rd Floor, Sakar-7, Nehru Bridge, Corner, Ashram Rd, Ahmedabad, Gujarat 380009, India",https://www.google.co.kr/maps/place/Vo2+%2B+Fitness/data=!4m5!3m4!1s0x395e852f62103e45:0xd8cf8fe428afd59b!8m2!3d23.0272137!4d72.5717318?authuser=0&hl=en&rclk=1,23.0272137,72.5717318,Gujarat,West 2
The Black Stallion Gym,Gym,"Bhammar St, Qadri Mohalla, Brahmpuri, Kodinar, Gujarat 362720, India",https://www.google.co.kr/maps/place/The+Black+Stallion+Gym/data=!4m5!3m4!1s0x3be2d9484339fe71:0xfc31ba5088a4ff15!8m2!3d20.7941621!4d70.7021338?authuser=0&hl=en&rclk=1,20.7941621,70.7021338,Gujarat,West 2
Muscle villa gym,Gym,"Ranjit Rd, opp. Bank Of India, Rajgorfali-2, Panchasar, Kadiawad, Jamnagar, Gujarat 361001, India",https://www.google.co.kr/maps/place/Muscle+villa+gym/data=!4m5!3m4!1s0x39576b9d2a04dcd3:0xe20ea0af141d9570!8m2!3d22.4679968!4d70.0761729?authuser=0&hl=en&rclk=1,22.4679968,70.0761729,Gujarat,West 2
